YearEnd,LocationAbbr,State,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,Overall Public School Rank 2021,Higher Ed Quality 2021,School Safety Rank 2021
2019,WY,Wyoming,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,29.2,29.2,26.5,32.0,Sex,Male,56,CVD,CVD04,CRDPREV,SEX,SEXM,19,18,29
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,18.9,18.9,15.1,23.3,Race/Ethnicity,Hispanic,51,CVD,CVD01,CRDPREV,RACE,HIS,4,4,3
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,13.8,13.8,9.5,19.7,Race/Ethnicity,"Asian, non-Hispanic",51,CVD,CVD01,CRDPREV,RACE,ASN,4,4,3
2019,UT,Utah,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,5.4,5.4,4.4,6.4,Age,Age 0-44,49,CVD,CVD09,CRDRATE,AGE,AGE0_44,18,20,18
2019,WV,West Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,40.3,40.3,37.7,42.9,Sex,Male,54,CVD,CVD03,CRDPREV,SEX,SEXM,39,45,7
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,26.27,26.27,25.78,26.77,Sex,Male,51,CVD,CVD06,AGEADJRATE,SEX,SEXM,4,4,3
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,52.3,52.3,48.8,55.8,Race/Ethnicity,"Black, non-Hispanic",51,CVD,CVD07,CRDRATE,RACE,BLK,4,4,3
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,51.0,51.0,48.0,54.0,Age,Age >=65,55,CVD,CVD03,CRDPREV,AGE,AGE65P,8,5,24
2020,AL,Alabama,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,3.4,3.4,2.8,4.2,Age,Age 0-44,1,CVD,CVD07,CRDRATE,AGE,AGE0_44,44,46,17
2019,WV,West Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,29.25,29.25,28.22,30.27,Sex,Male,54,CVD,CVD06,CRDRATE,SEX,SEXM,39,45,7
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,26.6,26.6,25.0,28.3,Sex,Female,51,CVD,CVD04,AGEADJPREV,SEX,SEXF,4,4,3
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,22.11,22.11,21.72,22.49,Sex,Female,51,CVD,CVD06,CRDRATE,SEX,SEXF,4,4,3
2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,33.9,33.9,27.3,40.6,Sex,Male,56,CVD,CVD07,CRDRATE,SEX,SEXM,19,18,29
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,24.6,24.6,23.0,26.2,Overall,Overall,50,CVD,CVD03,AGEADJPREV,OVERALL,OVR,5,8,4
2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,113.6,113.6,96.1,131.1,Age,Age 45-64,56,CVD,CVD09,CRDRATE,AGE,AGE4564,19,18,29
2019,WA,Washington,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,27.6,27.6,26.6,28.6,Overall,Overall,53,CVD,CVD03,AGEADJPREV,OVERALL,OVR,21,26,5
2019,WA,Washington,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,71.4,71.4,61.7,79.5,Race/Ethnicity,"Asian, non-Hispanic",53,CVD,CVD02,CRDPREV,RACE,ASN,21,26,5
2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,31.7,31.7,27.4,35.9,Overall,Overall,56,CVD,CVD07,AGEADJRATE,OVERALL,OVR,19,18,29
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,44.8,44.8,42.7,46.9,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD01,AGEADJPREV,RACE,WHT,8,5,24
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,36.8,36.8,25.6,49.6,Race/Ethnicity,"Multiracial, non-Hispanic",50,CVD,CVD03,AGEADJPREV,RACE,MRC,5,8,4
2019,VT,Vermont,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,11.56,11.56,10.93,12.2,Overall,Overall,50,CVD,CVD06,CRDRATE,OVERALL,OVR,5,8,4
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,75.5,75.5,73.5,77.5,Race/Ethnicity,"White, non-Hispanic",51,CVD,CVD08,AGEADJRATE,RACE,WHT,4,4,3
2020,AL,Alabama,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,25.61,25.61,24.94,26.29,Sex,Male,1,CVD,CVD06,CRDRATE,SEX,SEXM,44,46,17
2019,UT,Utah,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,39.1,39.1,23.9,60.4,Race/Ethnicity,"Asian, non-Hispanic",49,CVD,CVD07,AGEADJRATE,RACE,ASN,18,20,18
2019,WV,West Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,22.7,22.7,15.3,32.4,Race/Ethnicity,"Black, non-Hispanic",54,CVD,CVD03,AGEADJPREV,RACE,BLK,39,45,7
2019,WV,West Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,39.5,39.5,37.8,41.3,Overall,Overall,54,CVD,CVD03,CRDPREV,OVERALL,OVR,39,45,7
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,65.5,65.5,58.1,72.9,Race/Ethnicity,"Asian, non-Hispanic",51,CVD,CVD09,AGEADJRATE,RACE,ASN,4,4,3
2019,UT,Utah,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,24.8,24.8,21.2,28.8,Race/Ethnicity,Hispanic,49,CVD,CVD03,CRDPREV,RACE,HIS,18,20,18
2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,182.2,182.2,175.9,188.4,Overall,Overall,54,CVD,CVD08,CRDRATE,OVERALL,OVR,39,45,7
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,21.1,21.1,16.7,26.3,Race/Ethnicity,Hispanic,51,CVD,CVD04,CRDPREV,RACE,HIS,4,4,3
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,81.7,81.7,78.9,84.3,Age,Age 45-64,51,CVD,CVD02,CRDPREV,AGE,AGE4564,4,4,3
2019,WA,Washington,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,28.3,28.3,24.8,32.2,Race/Ethnicity,Hispanic,53,CVD,CVD04,CRDPREV,RACE,HIS,21,26,5
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,26.87,26.87,21.27,32.47,Race/Ethnicity,"Asian or Pacific Islander, non-Hispanic",55,CVD,CVD06,AGEADJRATE,RACE,API,8,5,24
2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,97.4,97.4,92.3,102.5,Sex,Female,54,CVD,CVD08,AGEADJRATE,SEX,SEXF,39,45,7
2019,WA,Washington,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,35.4,35.4,26.5,45.5,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",53,CVD,CVD01,CRDPREV,RACE,AIAN,21,26,5
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,57.7,57.7,54.3,61.0,Race/Ethnicity,"White, non-Hispanic",51,CVD,CVD02,AGEADJPREV,RACE,WHT,4,4,3
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,26.2,26.2,24.0,28.5,Sex,Female,55,CVD,CVD03,AGEADJPREV,SEX,SEXF,8,5,24
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,190.5,190.5,185.5,195.5,Sex,Female,55,CVD,CVD09,CRDRATE,SEX,SEXF,8,5,24
2020,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,20.1,20.1,18.5,21.8,Age,Age 0-44,1,CVD,CVD09,CRDRATE,AGE,AGE0_44,44,46,17
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,29.4,29.4,21.4,38.9,Race/Ethnicity,"Asian, non-Hispanic",51,CVD,CVD04,AGEADJPREV,RACE,ASN,4,4,3
2020,AL,Alabama,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,24.49,24.49,24.04,24.94,Overall,Overall,1,CVD,CVD06,CRDRATE,OVERALL,OVR,44,46,17
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,31.4,31.4,30.63,32.16,Sex,Male,55,CVD,CVD06,AGEADJRATE,SEX,SEXM,8,5,24
2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,48.3,48.3,43.8,52.9,Sex,Male,54,CVD,CVD07,CRDRATE,SEX,SEXM,39,45,7
2019,WY,Wyoming,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,20.4,20.4,13.5,29.6,Race/Ethnicity,Hispanic,56,CVD,CVD03,CRDPREV,RACE,HIS,19,18,29
2019,WV,West Virginia,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,44.0,44.0,42.2,45.8,Race/Ethnicity,"White, non-Hispanic",54,CVD,CVD01,CRDPREV,RACE,WHT,39,45,7
2019,WA,Washington,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Age-adjusted Prevalence,45.2,45.2,43.8,46.6,Race/Ethnicity,"White, non-Hispanic",53,CVD,CVD01,AGEADJPREV,RACE,WHT,21,26,5
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,50.4,50.4,42.5,58.2,Sex,Female,50,CVD,CVD07,CRDRATE,SEX,SEXF,5,8,4
2019,UT,Utah,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,16.4,16.4,14.9,18.0,Age,Age 18-44,49,CVD,CVD04,CRDPREV,AGE,AGE1844,18,20,18
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,36.4,36.4,33.6,39.2,Age,Age 45-64,55,CVD,CVD01,CRDPREV,AGE,AGE4564,8,5,24
2019,VA,Virginia,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,34.4,34.4,27.0,42.8,Race/Ethnicity,"Multiracial, non-Hispanic",51,CVD,CVD03,AGEADJPREV,RACE,MRC,4,4,3
2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,185.8,185.8,173.6,197.9,Age,Age 45-64,54,CVD,CVD09,CRDRATE,AGE,AGE4564,39,45,7
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,30.3,30.3,28.7,32.0,Race/Ethnicity,"White, non-Hispanic",50,CVD,CVD01,CRDPREV,RACE,WHT,5,8,4
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,28.3,28.3,15.1,46.7,Race/Ethnicity,Hispanic,50,CVD,CVD03,CRDPREV,RACE,HIS,5,8,4
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,95.0,95.0,67.5,129.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",55,CVD,CVD08,AGEADJRATE,RACE,AIAN,8,5,24
2019,WA,Washington,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,16.09,16.09,13.42,18.77,Race/Ethnicity,Hispanic,53,CVD,CVD06,CRDRATE,RACE,HIS,21,26,5
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,232.2,232.2,219.8,244.6,Race/Ethnicity,"White, non-Hispanic",50,CVD,CVD09,CRDRATE,RACE,WHT,5,8,4
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,53.1,53.1,49.3,56.9,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD02,AGEADJPREV,RACE,WHT,8,5,24
2019,UT,Utah,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,144.3,144.3,139.6,149.0,Race/Ethnicity,"White, non-Hispanic",49,CVD,CVD09,CRDRATE,RACE,WHT,18,20,18
2019,WY,Wyoming,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,30.7,30.7,28.9,32.5,Overall,Overall,56,CVD,CVD01,CRDPREV,OVERALL,OVR,19,18,29
2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,57.8,57.8,54.2,61.3,Overall,Overall,54,CVD,CVD07,CRDRATE,OVERALL,OVR,39,45,7
2019,VA,Virginia,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,11.41,11.41,9.24,13.58,Race/Ethnicity,Hispanic,51,CVD,CVD06,CRDRATE,RACE,HIS,4,4,3
2020,AL,Alabama,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,298.5,298.5,291.8,305.3,Sex,Male,1,CVD,CVD09,AGEADJRATE,SEX,SEXM,44,46,17
2019,WY,Wyoming,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Crude Prevalence,33.8,33.8,30.7,37.0,Age,Age 45-64,56,CVD,CVD03,CRDPREV,AGE,AGE4564,19,18,29
2019,WY,Wyoming,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,109.2,109.2,98.7,119.6,Sex,Female,56,CVD,CVD09,AGEADJRATE,SEX,SEXF,19,18,29
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,21.1,21.1,19.2,23.0,Age,Age 45-64,51,CVD,CVD07,CRDRATE,AGE,AGE4564,4,4,3
2019,UT,Utah,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,72.4,72.4,45.4,109.6,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",49,CVD,CVD09,CRDRATE,RACE,AIAN,18,20,18
2019,UT,Utah,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,25.9,25.9,24.4,27.4,Sex,Female,49,CVD,CVD03,AGEADJPREV,SEX,SEXF,18,20,18
2020,AL,Alabama,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,54.68,54.68,52.76,56.59,Race/Ethnicity,"Black, non-Hispanic",1,CVD,CVD06,AGEADJRATE,RACE,BLK,44,46,17
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,238.8,238.8,234.4,243.2,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD09,CRDRATE,RACE,WHT,8,5,24
2019,WY,Wyoming,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,79.1,79.1,74.1,83.3,Sex,Female,56,CVD,CVD02,CRDPREV,SEX,SEXF,19,18,29
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,31.5,31.5,30.2,32.8,Race/Ethnicity,"White, non-Hispanic",55,CVD,CVD07,AGEADJRATE,RACE,WHT,8,5,24
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,34.3,34.3,26.9,42.5,Race/Ethnicity,"Multiracial, non-Hispanic",51,CVD,CVD04,AGEADJPREV,RACE,MRC,4,4,3
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,97.8,97.8,91.2,104.4,Overall,Overall,50,CVD,CVD08,AGEADJRATE,OVERALL,OVR,5,8,4
2019,UT,Utah,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,27.8,27.8,26.8,28.9,Overall,Overall,49,CVD,CVD03,AGEADJPREV,OVERALL,OVR,18,20,18
2019,WA,Washington,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,29.8,29.8,24.5,35.8,Race/Ethnicity,"Multiracial, non-Hispanic",53,CVD,CVD01,CRDPREV,RACE,MRC,21,26,5
2019,VT,Vermont,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,79.3,79.3,75.6,82.6,Sex,Female,50,CVD,CVD02,CRDPREV,SEX,SEXF,5,8,4
2019,UT,Utah,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,32.8,32.8,30.6,35.1,Race/Ethnicity,"White, non-Hispanic",49,CVD,CVD07,CRDRATE,RACE,WHT,18,20,18
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,149.1,149.1,146.7,151.5,Overall,Overall,51,CVD,CVD09,AGEADJRATE,OVERALL,OVR,4,4,3
2020,AL,Alabama,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,4.8,4.8,4.0,5.6,Age,Age 0-44,1,CVD,CVD08,CRDRATE,AGE,AGE0_44,44,46,17
2019,WA,Washington,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,65.8,65.8,59.4,72.2,Race/Ethnicity,"Asian, non-Hispanic",53,CVD,CVD09,AGEADJRATE,RACE,ASN,21,26,5
2019,WA,Washington,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,%,Age-adjusted Prevalence,26.5,26.5,25.4,27.6,Race/Ethnicity,"White, non-Hispanic",53,CVD,CVD03,AGEADJPREV,RACE,WHT,21,26,5
2019,UT,Utah,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,62.3,62.3,59.1,65.5,Race/Ethnicity,"White, non-Hispanic",49,CVD,CVD08,AGEADJRATE,RACE,WHT,18,20,18
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,108.7,108.7,105.8,111.5,Race/Ethnicity,"White, non-Hispanic",51,CVD,CVD08,CRDRATE,RACE,WHT,4,4,3
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,93.2,93.2,72.6,117.7,Race/Ethnicity,"Asian, non-Hispanic",55,CVD,CVD09,AGEADJRATE,RACE,ASN,8,5,24
2019,VT,Vermont,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Crude Rate,6.8,6.8,4.2,10.2,Age,Age 0-44,50,CVD,CVD09,CRDRATE,AGE,AGE0_44,5,8,4
2019,WA,Washington,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,33.2,33.2,22.7,46.8,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",53,CVD,CVD07,CRDRATE,RACE,AIAN,21,26,5
2019,UT,Utah,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,50.8,50.8,48.4,53.3,Overall,Overall,49,CVD,CVD08,CRDRATE,OVERALL,OVR,18,20,18
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause","cases per 100,000",Age-adjusted Rate,186.4,186.4,179.6,193.1,Race/Ethnicity,"Black, non-Hispanic",51,CVD,CVD09,AGEADJRATE,RACE,BLK,4,4,3
2019,UT,Utah,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,30.43,30.43,19.32,41.55,Race/Ethnicity,"Black, non-Hispanic",49,CVD,CVD06,AGEADJRATE,RACE,BLK,18,20,18
2019,UT,Utah,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,25.3,25.3,22.9,27.8,Sex,Male,49,CVD,CVD07,CRDRATE,SEX,SEXM,18,20,18
2019,VA,Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,28.8,28.8,27.5,30.1,Overall,Overall,51,CVD,CVD04,AGEADJPREV,OVERALL,OVR,4,4,3
2019,WY,Wyoming,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,24.2,24.2,22.2,26.3,Race/Ethnicity,"White, non-Hispanic",56,CVD,CVD04,AGEADJPREV,RACE,WHT,19,18,29
2019,UT,Utah,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,26.8,26.8,25.8,27.8,Race/Ethnicity,"White, non-Hispanic",49,CVD,CVD01,CRDPREV,RACE,WHT,18,20,18
2019,VT,Vermont,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Age-adjusted Prevalence,30.5,30.5,18.3,46.2,Race/Ethnicity,Hispanic,50,CVD,CVD04,AGEADJPREV,RACE,HIS,5,8,4
2019,WV,West Virginia,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Crude Prevalence,81.9,81.9,79.6,83.9,Race/Ethnicity,"White, non-Hispanic",54,CVD,CVD02,CRDPREV,RACE,WHT,39,45,7
2019,UT,Utah,BRFSS,Cardiovascular Disease,Taking medicine to control high blood pressure among adults with high blood pressure,%,Age-adjusted Prevalence,48.6,48.6,45.7,51.5,Sex,Male,49,CVD,CVD02,AGEADJPREV,SEX,SEXM,18,20,18
2019,VA,Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,429.6,429.6,418.6,440.6,Age,Age >=65,51,CVD,CVD08,CRDRATE,AGE,AGE65P,4,4,3
2019,WV,West Virginia,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause","cases per 100,000",Crude Rate,122.9,122.9,113.1,132.8,Age,Age 45-64,54,CVD,CVD08,CRDRATE,AGE,AGE4564,39,45,7
2019,VT,Vermont,BRFSS,Cardiovascular Disease,High blood pressure among adults,%,Crude Prevalence,26.2,26.2,24.3,28.2,Sex,Female,50,CVD,CVD01,CRDPREV,SEX,SEXF,5,8,4
2019,VT,Vermont,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,14.38,14.38,13.24,15.51,Sex,Male,50,CVD,CVD06,AGEADJRATE,SEX,SEXM,5,8,4
2019,WI,Wisconsin,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause","cases per 100,000",Crude Rate,218.7,218.7,209.6,227.8,Age,Age >=65,55,CVD,CVD07,CRDRATE,AGE,AGE65P,8,5,24
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Age-adjusted Rate,22.49,22.49,15.97,29.01,Race/Ethnicity,Hispanic,55,CVD,CVD06,AGEADJRATE,RACE,HIS,8,5,24
2019,WI,Wisconsin,CMS Part A Claims Data,Cardiovascular Disease,"Hospitalization for heart failure as principal diagnosis, Medicare-beneficiaries aged 65 years and older","cases per 1,000",Crude Rate,75.03,75.03,70.43,79.62,Race/Ethnicity,"Black, non-Hispanic",55,CVD,CVD06,CRDRATE,RACE,BLK,8,5,24
2019,WI,Wisconsin,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,14.4,14.4,12.0,17.3,Age,Age 18-44,55,CVD,CVD04,CRDPREV,AGE,AGE1844,8,5,24
2019,WV,West Virginia,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,%,Crude Prevalence,39.4,39.4,37.6,41.1,Overall,Overall,54,CVD,CVD04,CRDPREV,OVERALL,OVR,39,45,7
