YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DataValueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,Geolocation,LocationID,TopicID,QuestionID,ResponseID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2019,2019,MO,Missouri,BRFSS,Immunization,Influenza vaccination among adults,,%,Crude Prevalence,67.8,67.8,,,65.4,70,Age,Age >=65,,,,,POINT (-92.56630005299968 38.635790776000476),29,IMM,IMM01,,CRDPREV,AGE,AGE65P,,,,
2019,2019,MO,Missouri,BRFSS,Mental Health,Depression among adults,,%,Age-adjusted Prevalence,16.3,16.3,,,14.6,18.2,Sex,Male,,,,,POINT (-92.56630005299968 38.635790776000476),29,MEN,MEN02,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,MO,Missouri,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,18.6,18.6,,,11.9,27.9,Race/Ethnicity,Hispanic,,,,,POINT (-92.56630005299968 38.635790776000476),29,MEN,MEN05,,CRDPREV,RACE,HIS,,,,
2019,2019,MO,Missouri,BRFSS,Tobacco,Quit attempts in the past year among adult current smokers,,%,Crude Prevalence,55.3,55.3,,,49.9,60.5,Sex,Male,,,,,POINT (-92.56630005299968 38.635790776000476),29,TOB,TOB06,,CRDPREV,SEX,SEXM,,,,
2019,2019,MT,Montana,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,36.2,36.2,,,27.6,45.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,ART,ART01,,CRDPREV,RACE,MRC,,,,
2019,2019,MT,Montana,BRFSS,Arthritis,Severe joint pain among adults with arthritis,,%,Crude Prevalence,21.7,21.7,,,18.6,25.2,Sex,Male,,,,,POINT (-109.42442064499971 47.06652897200047),30,ART,ART03,,CRDPREV,SEX,SEXM,,,,
2019,2019,MT,Montana,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,10.7,10.7,,,9.8,11.6,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),30,AST,AST02,,CRDPREV,OVERALL,OVR,,,,
2019,2019,MT,Montana,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,12.8,12.8,,,11.4,14.2,Sex,Female,,,,,POINT (-109.42442064499971 47.06652897200047),30,AST,AST02,,CRDPREV,SEX,SEXF,,,,
2019,2019,MT,Montana,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,25.5,25.5,,,17.8,35,Race/Ethnicity,Hispanic,,,,,POINT (-109.42442064499971 47.06652897200047),30,CVD,CVD01,,CRDPREV,RACE,HIS,,,,
2019,2019,MT,Montana,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Crude Prevalence,46.6,46.6,,,44.2,49.1,Age,Age >=65,,,,,POINT (-109.42442064499971 47.06652897200047),30,CVD,CVD04,,CRDPREV,AGE,AGE65P,,,,
2019,2019,MT,Montana,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,,,~,Data suppressed; too few respondents or cases,,,Age,Age 0-44,,,,,POINT (-109.42442064499971 47.06652897200047),30,CVD,CVD07,,NMBR,AGE,AGE0_44,,,,
2019,2019,MT,Montana,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,251,251,,,,,Age,Age 45-64,,,,,POINT (-109.42442064499971 47.06652897200047),30,CVD,CVD08,,NMBR,AGE,AGE4564,,,,
2019,2019,MT,Montana,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,557,557,,,,,Sex,Male,,,,,POINT (-109.42442064499971 47.06652897200047),30,DIA,DIA03,,NMBR,SEX,SEXM,,,,
2019,2019,MT,Montana,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,44.2,44.2,,,37.7,50.9,Race/Ethnicity,"American Indian or Alaska Native, non-Hispanic",,,,,POINT (-109.42442064499971 47.06652897200047),30,DIS,DIS01,,CRDPREV,RACE,AIAN,,,,
2019,2019,MT,Montana,NVSS,Health Status,Life expectancy at birth,,Years,Number,78.4,78.4,,,78.1,78.7,Overall,Overall,,,,,POINT (-109.42442064499971 47.06652897200047),30,HEA,HEA06,,NMBR,OVERALL,OVR,,,,
2019,2019,NE,Nebraska,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Age-adjusted Prevalence,41.7,41.7,,,30.7,53.6,Race/Ethnicity,Hispanic,,,,,POINT (-99.36572062299967 41.6410409880005),31,ART,ART05,,AGEADJPREV,RACE,HIS,,,,
2019,2019,NE,Nebraska,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,537,537,,,,,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,COPD,COPD05,,NMBR,SEX,SEXM,,,,
2019,2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,32.8,32.8,,,31.4,34.3,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,CVD,CVD01,,CRDPREV,SEX,SEXM,,,,
2019,2019,NE,Nebraska,BRFSS,Cardiovascular Disease,High cholesterol among adults who have been screened,,%,Crude Prevalence,50.9,50.9,,,49.1,52.7,Age,Age >=65,,,,,POINT (-99.36572062299967 41.6410409880005),31,CVD,CVD03,,CRDPREV,AGE,AGE65P,,,,
2019,2019,NE,Nebraska,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,21.1,21.1,,,19.9,22.4,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,DIS,DIS01,,CRDPREV,SEX,SEXM,,,,
2019,2019,NE,Nebraska,BRFSS,Health Status,Recent activity limitation among adults,,Number,Crude Mean,1.9,1.9,,,1.7,2.1,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,HEA,HEA04,,CRDMEAN,SEX,SEXM,,,,
2019,2019,NE,Nebraska,NVSS,Health Status,Life expectancy at birth,,Years,Number,77.1,77.1,,,76.8,77.4,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,HEA,HEA06,,NMBR,SEX,SEXM,,,,
2019,2019,NE,Nebraska,BRFSS,Mental Health,Frequent mental distress among adults,,%,Age-adjusted Prevalence,8.6,8.6,,,7.7,9.7,Sex,Male,,,,,POINT (-99.36572062299967 41.6410409880005),31,MEN,MEN05,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,NV,Nevada,BRFSS,Alcohol,Binge drinking frequency among adults who binge drink,,Number,Crude Median,1.4,1.4,,,1,1.7,Age,Age 18-44,,,,,POINT (-117.07184056399967 39.493240390000494),32,ALC,ALC04,,CRDMEDN,AGE,AGE1844,,,,
2019,2019,NV,Nevada,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Age-adjusted Prevalence,23.2,23.2,,,17.2,30.6,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-117.07184056399967 39.493240390000494),32,CVD,CVD04,,AGEADJPREV,RACE,BLK,,,,
2019,2019,NV,Nevada,NVSS,Diabetes,"Diabetic ketoacidosis mortality among all people, underlying or contributing cause",,Number,Number,30,30,,,,,Age,Age >=65,,,,,POINT (-117.07184056399967 39.493240390000494),32,DIA,DIA04,,NMBR,AGE,AGE65P,,,,
2019,2019,NV,Nevada,BRFSS,Immunization,Influenza vaccination among adults,,%,Age-adjusted Prevalence,30.7,30.7,,,28.4,33,Overall,Overall,,,,,POINT (-117.07184056399967 39.493240390000494),32,IMM,IMM01,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,NV,Nevada,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Crude Prevalence,27.9,27.9,,,21.3,35.7,Sex,Female,,,,,POINT (-117.07184056399967 39.493240390000494),32,IMM,IMM02,,CRDPREV,SEX,SEXF,,,,
2019,2019,NH,New Hampshire,YRBSS,Alcohol,Alcohol use among high school students,,%,Crude Prevalence,39.3,39.3,,,36.8,41.8,Grade,Grade 12,,,,,POINT (-71.50036091999965 43.65595011300047),33,ALC,ALC01,,CRDPREV,GRADE,GRD12,,,,
2019,2019,NH,New Hampshire,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,22.7,22.7,,,20.7,24.8,Sex,Male,,,,,POINT (-71.50036091999965 43.65595011300047),33,ART,ART01,,CRDPREV,SEX,SEXM,,,,
2019,2019,NH,New Hampshire,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Crude Prevalence,30.5,30.5,,,27.1,34,Sex,Female,,,,,POINT (-71.50036091999965 43.65595011300047),33,ART,ART05,,CRDPREV,SEX,SEXF,,,,
2019,2019,NH,New Hampshire,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,7.6,7.6,,,6.2,9.1,Sex,Male,,,,,POINT (-71.50036091999965 43.65595011300047),33,AST,AST02,,CRDPREV,SEX,SEXM,,,,
2019,2019,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,14.7,14.7,,,12.3,17.4,Age,Age 18-44,,,,,POINT (-71.50036091999965 43.65595011300047),33,CVD,CVD01,,CRDPREV,AGE,AGE1844,,,,
2019,2019,NH,New Hampshire,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Age-adjusted Prevalence,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Asian, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,CVD,CVD01,,AGEADJPREV,RACE,ASN,,,,
2019,2019,NH,New Hampshire,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Age-adjusted Prevalence,14.3,14.3,,,13,15.8,Overall,Overall,,,,,POINT (-71.50036091999965 43.65595011300047),33,HEA,HEA01,,AGEADJPREV,OVERALL,OVR,,,,
2019,2019,NH,New Hampshire,BRFSS,Health Status,Recent activity limitation among adults,,Number,Crude Mean,3.3,3.3,,,2.9,3.6,Sex,Female,,,,,POINT (-71.50036091999965 43.65595011300047),33,HEA,HEA04,,CRDMEAN,SEX,SEXF,,,,
2019,2019,NH,New Hampshire,BRFSS,Immunization,Influenza vaccination among adults,,%,Age-adjusted Prevalence,45.8,45.8,,,43.5,48.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-71.50036091999965 43.65595011300047),33,IMM,IMM01,,AGEADJPREV,RACE,WHT,,,,
2019,2019,NH,New Hampshire,YRBSS,Tobacco,Current smokeless tobacco use among high school students,,%,Crude Prevalence,,,*,No data available,,,Sex,Male,,,,,POINT (-71.50036091999965 43.65595011300047),33,TOB,TOB03,,CRDPREV,SEX,SEXM,,,,
2019,2019,NJ,New Jersey,YRBSS,Alcohol,Alcohol use among high school students,,%,Crude Prevalence,36.5,36.5,,,27.2,46.9,Grade,Grade 11,,,,,POINT (-74.27369128799967 40.13057004800049),34,ALC,ALC01,,CRDPREV,GRADE,GRD11,,,,
2019,2019,NJ,New Jersey,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,,,*,No data available,,,Race/Ethnicity,Hispanic,,,,,POINT (-74.27369128799967 40.13057004800049),34,ART,ART01,,CRDPREV,RACE,HIS,,,,
2019,2019,NJ,New Jersey,NVSS,Asthma,"Asthma mortality among all people, underlying cause",,Number,Number,113,113,,,,,Overall,Overall,,,,,POINT (-74.27369128799967 40.13057004800049),34,AST,AST01,,NMBR,OVERALL,OVR,,,,
2019,2019,NJ,New Jersey,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Age-adjusted Prevalence,,,*,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,CVD,CVD04,,AGEADJPREV,RACE,BLK,,,,
2019,2019,NJ,New Jersey,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,419,419,,,,,Age,Age 45-64,,,,,POINT (-74.27369128799967 40.13057004800049),34,CVD,CVD07,,NMBR,AGE,AGE4564,,,,
2019,2019,NJ,New Jersey,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,,%,Age-adjusted Prevalence,,,*,No data available,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-74.27369128799967 40.13057004800049),34,SDOH,SDH09,,AGEADJPREV,RACE,WHT,,,,
2019,2019,NJ,New Jersey,BRFSS,Tobacco,Current cigarette smoking among adults,,%,Age-adjusted Prevalence,,,*,No data available,,,Sex,Female,,,,,POINT (-74.27369128799967 40.13057004800049),34,TOB,TOB04,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,NM,New Mexico,BRFSS,Arthritis,Activity limitation due to arthritis among adults with arthritis,,%,Crude Prevalence,9.7,9.7,,,8.3,11.3,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),35,ART,ART02,,CRDPREV,RACE,HIS,,,,
2019,2019,NM,New Mexico,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Crude Prevalence,30.8,30.8,,,28,33.8,Overall,Overall,,,,,POINT (-106.24058098499967 34.52088095200048),35,ART,ART05,,CRDPREV,OVERALL,OVR,,,,
2019,2019,NM,New Mexico,BRFSS,Arthritis,Physical inactivity among adults with arthritis,,%,Crude Prevalence,29,29,,,24.7,33.6,Sex,Male,,,,,POINT (-106.24058098499967 34.52088095200048),35,ART,ART05,,CRDPREV,SEX,SEXM,,,,
2019,2019,NM,New Mexico,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,809,809,,,,,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-106.24058098499967 34.52088095200048),35,DIA,DIA03,,NMBR,RACE,WHT,,,,
2019,2019,NM,New Mexico,BRFSS,Health Status,Frequent physical distress among adults,,%,Crude Prevalence,19.7,19.7,,,17.4,22.3,Age,Age >=65,,,,,POINT (-106.24058098499967 34.52088095200048),35,HEA,HEA03,,CRDPREV,AGE,AGE65P,,,,
2019,2019,NM,New Mexico,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Crude Prevalence,46.1,46.1,,,40.5,51.8,Sex,Female,,,,,POINT (-106.24058098499967 34.52088095200048),35,IMM,IMM02,,CRDPREV,SEX,SEXF,,,,
2019,2019,NM,New Mexico,BRFSS,Mental Health,Depression among adults,,%,Crude Prevalence,20.6,20.6,,,18.7,22.7,Sex,Female,,,,,POINT (-106.24058098499967 34.52088095200048),35,MEN,MEN02,,CRDPREV,SEX,SEXF,,,,
2019,2019,NM,New Mexico,YRBSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among high school students,,%,Crude Prevalence,9.8,9.8,,,8.3,11.6,Sex,Male,,,,,POINT (-106.24058098499967 34.52088095200048),35,NPAW,NPW03,,CRDPREV,SEX,SEXM,,,,
2019,2019,NM,New Mexico,YRBSS,Sleep,Short sleep duration among high school students,,%,Crude Prevalence,74.6,74.6,,,71.8,77.1,Sex,Female,,,,,POINT (-106.24058098499967 34.52088095200048),35,SLEP,SLP02,,CRDPREV,SEX,SEXF,,,,
2019,2019,NM,New Mexico,PRAMS,Tobacco,Cigarette smoking during pregnancy among women with a recent live birth,,%,Crude Prevalence,8,8,,,5.8,10.7,Race/Ethnicity,Hispanic,,,,,POINT (-106.24058098499967 34.52088095200048),35,TOB,TOB05,,CRDPREV,RACE,HIS,,,,
2019,2019,NY,New York,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,29.6,29.6,,,27.9,31.4,Age,Age 45-64,,,,,POINT (-75.54397042699964 42.82700103200045),36,ART,ART01,,CRDPREV,AGE,AGE4564,,,,
2019,2019,NY,New York,BRFSS,Arthritis,Arthritis among adults,,%,Crude Prevalence,26.6,26.6,,,25.3,28,Sex,Female,,,,,POINT (-75.54397042699964 42.82700103200045),36,ART,ART01,,CRDPREV,SEX,SEXF,,,,
2019,2019,NY,New York,BRFSS,Asthma,Current asthma among adults,,%,Crude Prevalence,11.3,11.3,,,9.5,13.3,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,AST,AST02,,CRDPREV,RACE,HIS,,,,
2019,2019,NY,New York,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,3669,3669,,,,,Sex,Female,,,,,POINT (-75.54397042699964 42.82700103200045),36,COPD,COPD05,,NMBR,SEX,SEXF,,,,
2019,2019,NY,New York,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,25,25,,,22.6,27.6,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,CVD,CVD01,,CRDPREV,RACE,HIS,,,,
2019,2019,NY,New York,NVSS,Cardiovascular Disease,"Cerebrovascular disease (stroke) mortality among all people, underlying cause",,Number,Number,874,874,,,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,CVD,CVD07,,NMBR,RACE,BLK,,,,
2019,2019,NY,New York,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,6787,6787,,,,,Sex,Female,,,,,POINT (-75.54397042699964 42.82700103200045),36,DIA,DIA03,,NMBR,SEX,SEXF,,,,
2019,2019,NY,New York,BRFSS,Disability,Adults with any disability,,%,Crude Prevalence,23.8,23.8,,,22.3,25.3,Sex,Male,,,,,POINT (-75.54397042699964 42.82700103200045),36,DIS,DIS01,,CRDPREV,SEX,SEXM,,,,
2019,2019,NY,New York,NVSS,Health Status,Life expectancy at birth,,Years,Number,83.1,83.1,,,83,83.2,Sex,Female,,,,,POINT (-75.54397042699964 42.82700103200045),36,HEA,HEA06,,NMBR,SEX,SEXF,,,,
2019,2019,NY,New York,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,12.1,12.1,,,11.1,13.2,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-75.54397042699964 42.82700103200045),36,MEN,MEN05,,CRDPREV,RACE,WHT,,,,
2019,2019,NY,New York,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,,%,Crude Prevalence,35,35,,,31.7,38.4,Race/Ethnicity,Hispanic,,,,,POINT (-75.54397042699964 42.82700103200045),36,NPAW,NPW04,,CRDPREV,RACE,HIS,,,,
2019,2019,NC,North Carolina,USRDS,Chronic Kidney Disease,Incidence of treated end-stage kidney disease,,"cases per 1,000,000",Number,4353,4353,,,,,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),37,CKD,CKD01,,NMBR,OVERALL,OVR,,,,
2019,2019,NC,North Carolina,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying or contributing cause",,Number,Number,8594,8594,,,,,Age,Age >=65,,,,,POINT (-79.15925046299964 35.466220975000454),37,COPD,COPD06,,NMBR,AGE,AGE65P,,,,
2019,2019,NC,North Carolina,BRFSS,Cardiovascular Disease,Taking medicine for high cholesterol among adults,,%,Age-adjusted Prevalence,29.5,29.5,,,27.2,31.9,Sex,Male,,,,,POINT (-79.15925046299964 35.466220975000454),37,CVD,CVD04,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,NC,North Carolina,NVSS,Cardiovascular Disease,"Diseases of the heart mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,154.7,154.7,,,152.5,156.9,Overall,Overall,,,,,POINT (-79.15925046299964 35.466220975000454),37,CVD,CVD09,,AGEADJRATE,OVERALL,OVR,,,,
2019,2019,NC,North Carolina,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,4834,4834,,,,,Sex,Male,,,,,POINT (-79.15925046299964 35.466220975000454),37,DIA,DIA03,,NMBR,SEX,SEXM,,,,
2019,2019,NC,North Carolina,BRFSS,Health Status,Average recent physically unhealthy days among adults,,Number,Crude Mean,3.5,3.5,,,3.1,4,Sex,Male,,,,,POINT (-79.15925046299964 35.466220975000454),37,HEA,HEA02,,CRDMEAN,SEX,SEXM,,,,
2019,2019,NC,North Carolina,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,13.3,13.3,,,11.4,15.4,Age,Age 45-64,,,,,POINT (-79.15925046299964 35.466220975000454),37,MEN,MEN05,,CRDPREV,AGE,AGE4564,,,,
2019,2019,ND,North Dakota,BRFSS,Arthritis,Arthritis among adults,,%,Age-adjusted Prevalence,22.7,22.7,,,20.8,24.8,Sex,Male,,,,,POINT (-100.11842104899966 47.47531977900047),38,ART,ART01,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,ND,North Dakota,BRFSS,Arthritis,Severe joint pain among adults with arthritis,,%,Crude Prevalence,18.5,18.5,,,15,22.6,Sex,Male,,,,,POINT (-100.11842104899966 47.47531977900047),38,ART,ART03,,CRDPREV,SEX,SEXM,,,,
2019,2019,ND,North Dakota,BRFSS,Arthritis,Received health care provider counseling for physical activity among adults with arthritis,,%,Age-adjusted Prevalence,57.3,57.3,,,49.7,64.5,Sex,Male,,,,,POINT (-100.11842104899966 47.47531977900047),38,ART,ART06,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,ND,North Dakota,USRDS,Chronic Kidney Disease,Incidence of treated end-stage kidney disease,,"cases per 1,000,000",Number,220,220,,,,,Overall,Overall,,,,,POINT (-100.11842104899966 47.47531977900047),38,CKD,CKD01,,NMBR,OVERALL,OVR,,,,
2019,2019,ND,North Dakota,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,283,283,,,,,Sex,Female,,,,,POINT (-100.11842104899966 47.47531977900047),38,DIA,DIA03,,NMBR,SEX,SEXF,,,,
2019,2019,ND,North Dakota,BRFSS,Health Status,Fair or poor self-rated health status among adults,,%,Crude Prevalence,13,13,,,11.8,14.3,Race/Ethnicity,"White, non-Hispanic",,,,,POINT (-100.11842104899966 47.47531977900047),38,HEA,HEA01,,CRDPREV,RACE,WHT,,,,
2019,2019,ND,North Dakota,BRFSS,Mental Health,Frequent mental distress among adults,,%,Crude Prevalence,8.5,8.5,,,7,10.4,Age,Age 45-64,,,,,POINT (-100.11842104899966 47.47531977900047),38,MEN,MEN05,,CRDPREV,AGE,AGE4564,,,,
2019,2019,OH,Ohio,BRFSS,Alcohol,Binge drinking prevalence among adults,,%,Crude Prevalence,14,14,,,12.6,15.7,Age,Age 45-64,,,,,POINT (-82.40426005599966 40.06021014100048),39,ALC,ALC06,,CRDPREV,AGE,AGE4564,,,,
2019,2019,OH,Ohio,BRFSS,Asthma,Current asthma among adults,,%,Age-adjusted Prevalence,8.9,8.9,,,7.7,10.2,Sex,Male,,,,,POINT (-82.40426005599966 40.06021014100048),39,AST,AST02,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,OH,Ohio,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,2928,2928,,,,,Age,Age 45-64,,,,,POINT (-82.40426005599966 40.06021014100048),39,CVD,CVD08,,NMBR,AGE,AGE4564,,,,
2019,2019,OK,Oklahoma,NVSS,Diabetes,"Diabetes mortality among all people, underlying or contributing cause",,Number,Number,1627,1627,,,,,Age,Age 45-64,,,,,POINT (-97.52107021399968 35.47203135600046),40,DIA,DIA03,,NMBR,AGE,AGE4564,,,,
2019,2019,OK,Oklahoma,BRFSS,Immunization,Influenza vaccination among adults 18â€“64 who are at increased risk,,%,Age-adjusted Prevalence,44.4,44.4,,,38.8,50.2,Sex,Female,,,,,POINT (-97.52107021399968 35.47203135600046),40,IMM,IMM02,,AGEADJPREV,SEX,SEXF,,,,
2019,2019,OK,Oklahoma,BRFSS,Social Determinants of Health,Lack of health insurance among adults aged 18-64 years,,%,Crude Prevalence,19,19,,,17,21.2,Sex,Female,,,,,POINT (-97.52107021399968 35.47203135600046),40,SDOH,SDH09,,CRDPREV,SEX,SEXF,,,,
2019,2019,OK,Oklahoma,YRBSS,Sleep,Short sleep duration among high school students,,%,Crude Prevalence,76.7,76.7,,,74.3,79,Sex,Male,,,,,POINT (-97.52107021399968 35.47203135600046),40,SLEP,SLP02,,CRDPREV,SEX,SEXM,,,,
2019,2019,OR,Oregon,BRFSS,Arthritis,Arthritis among adults,,%,Age-adjusted Prevalence,16.3,16.3,,,12.7,20.7,Race/Ethnicity,Hispanic,,,,,POINT (-120.15503132599969 44.56744942400047),41,ART,ART01,,AGEADJPREV,RACE,HIS,,,,
2019,2019,OR,Oregon,NVSS,Chronic Obstructive Pulmonary Disease,"Chronic obstructive pulmonary disease mortality among adults aged 45 years and older, underlying cause",,Number,Number,996,996,,,,,Sex,Male,,,,,POINT (-120.15503132599969 44.56744942400047),41,COPD,COPD05,,NMBR,SEX,SEXM,,,,
2019,2019,OR,Oregon,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,"cases per 100,000",Age-adjusted Rate,61.6,61.6,,,59.5,63.8,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),41,CVD,CVD08,,AGEADJRATE,OVERALL,OVR,,,,
2019,2019,OR,Oregon,BRFSS,Mental Health,Average mentally unhealthy days among adults,,Number,Crude Mean,,,****,Data suppressed; denominator < 50 or relative standard error > 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,POINT (-120.15503132599969 44.56744942400047),41,MEN,MEN04,,CRDMEAN,RACE,BLK,,,,
2019,2019,OR,Oregon,BRFSS,"Nutrition, Physical Activity, and Weight Status",Consumed vegetables less than one time daily among adults,,%,Crude Prevalence,16.4,16.4,,,15.3,17.7,Overall,Overall,,,,,POINT (-120.15503132599969 44.56744942400047),41,NPAW,NPW04,,CRDPREV,OVERALL,OVR,,,,
2019,2019,PA,Pennsylvania,BRFSS,Cardiovascular Disease,High blood pressure among adults,,%,Crude Prevalence,31.8,31.8,,,29.8,33.8,Sex,Female,,,,,POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD01,,CRDPREV,SEX,SEXF,,,,
2019,2019,PA,Pennsylvania,NVSS,Cardiovascular Disease,"Coronary heart disease mortality among all people, underlying cause",,Number,Number,7189,7189,,,,,Sex,Female,,,,,POINT (-77.86070029399963 40.79373015200048),42,CVD,CVD08,,NMBR,SEX,SEXF,,,,
2019,2019,PA,Pennsylvania,BRFSS,Diabetes,Diabetes among adults,,%,Crude Prevalence,10.6,10.6,,,9.4,12,Sex,Male,,,,,POINT (-77.86070029399963 40.79373015200048),42,DIA,DIA01,,CRDPREV,SEX,SEXM,,,,
2019,2019,PA,Pennsylvania,BRFSS,Immunization,Influenza vaccination among adults,,%,Age-adjusted Prevalence,39.6,39.6,,,37.5,41.8,Sex,Male,,,,,POINT (-77.86070029399963 40.79373015200048),42,IMM,IMM01,,AGEADJPREV,SEX,SEXM,,,,
2019,2019,PA,Pennsylvania,BRFSS,Immunization,Pneumococcal vaccination among adults aged 18â€“64 years who are at increased risk,,%,Crude Prevalence,27,27,,,16.6,40.7,Race/Ethnicity,Hispanic,,,,,POINT (-77.86070029399963 40.79373015200048),42,IMM,IMM03,,CRDPREV,RACE,HIS,,,,
2019,2019,PA,Pennsylvania,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults,,%,Crude Prevalence,32.7,32.7,,,26.2,39.9,Race/Ethnicity,Hispanic,,,,,POINT (-77.86070029399963 40.79373015200048),42,NPAW,NPW14,,CRDPREV,RACE,HIS,,,,
